customer_id,interaction_type,interaction_outcome,payment_method,payment_status,Transaction_type,TheLastTransDate,Months_Since_Last_Transaction,Target
3125,Support Request,Pending,Debit Card,Completed,Refund,2020-03-10,55,0
3990,Complaint,Pending,PayPal,Completed,Purchase,2020-03-11,55,0
1581,Feedback,Implemented,Debit Card,Pending,Refund,2020-03-11,55,0
234,Complaint,Pending,Debit Card,Completed,Purchase,2020-03-12,55,0
234,Complaint,Pending,PayPal,Completed,Refund,2020-03-12,55,0
234,Complaint,Unresolved,Debit Card,Completed,Purchase,2020-03-12,55,0
234,Complaint,Unresolved,PayPal,Completed,Refund,2020-03-12,55,0
3042,Complaint,Implemented,PayPal,Completed,Purchase,2020-03-12,55,0
3042,Support Request,Implemented,PayPal,Completed,Purchase,2020-03-12,55,0
178,Support Request,Resolved,Debit Card,Refunded,Refund,2020-03-13,55,0
7463,Complaint,Pending,Credit Card,Refunded,Purchase,2020-03-13,55,0
7463,Complaint,Unresolved,Credit Card,Refunded,Purchase,2020-03-13,55,0
6998,Complaint,Resolved,Debit Card,Pending,Refund,2020-03-13,55,0
7956,Feedback,Implemented,Debit Card,Pending,Purchase,2020-03-13,55,0
10454,Complaint,Implemented,Debit Card,Refunded,Refund,2020-03-13,55,0
10454,Complaint,Pending,Debit Card,Refunded,Refund,2020-03-13,55,0
10454,Complaint,Resolved,Debit Card,Refunded,Refund,2020-03-13,55,0
10454,Feedback,Unresolved,Debit Card,Refunded,Refund,2020-03-13,55,0
10454,Support Request,Implemented,Debit Card,Refunded,Refund,2020-03-13,55,0
10454,Support Request,Pending,Debit Card,Refunded,Refund,2020-03-13,55,0
10454,Support Request,Resolved,Debit Card,Refunded,Refund,2020-03-13,55,0
9592,Complaint,Resolved,PayPal,Completed,Purchase,2020-03-13,55,0
9351,Complaint,Pending,PayPal,Pending,Refund,2020-03-14,55,0
9351,Support Request,Pending,PayPal,Pending,Refund,2020-03-14,55,0
6655,Support Request,Unresolved,Debit Card,Refunded,Purchase,2020-03-14,55,0
1075,Feedback,Implemented,Credit Card,Pending,Purchase,2020-03-14,55,0
1075,Feedback,Implemented,Credit Card,Refunded,Refund,2020-03-14,55,0
1512,Feedback,Implemented,Debit Card,Completed,Refund,2020-03-14,55,0
2948,Complaint,Implemented,Credit Card,Completed,Purchase,2020-03-14,55,0
2948,Complaint,Implemented,Credit Card,Refunded,Refund,2020-03-14,55,0
2948,Complaint,Implemented,PayPal,Refunded,Refund,2020-03-14,55,0
4471,Complaint,Unresolved,Credit Card,Pending,Purchase,2020-03-15,55,0
4471,Complaint,Unresolved,PayPal,Pending,Purchase,2020-03-15,55,0
4471,Support Request,Resolved,Credit Card,Pending,Purchase,2020-03-15,55,0
4471,Support Request,Resolved,PayPal,Pending,Purchase,2020-03-15,55,0
3531,Complaint,Unresolved,Credit Card,Completed,Refund,2020-03-16,55,0
3531,Complaint,Unresolved,Credit Card,Refunded,Purchase,2020-03-16,55,0
3531,Complaint,Unresolved,PayPal,Refunded,Refund,2020-03-16,55,0
6813,Feedback,Pending,Credit Card,Refunded,Purchase,2020-03-16,55,0
6813,Feedback,Pending,PayPal,Completed,Refund,2020-03-16,55,0
6813,Support Request,Resolved,Credit Card,Refunded,Purchase,2020-03-16,55,0
6813,Support Request,Resolved,PayPal,Completed,Refund,2020-03-16,55,0
6713,Complaint,Unresolved,Debit Card,Pending,Refund,2020-03-17,55,0
6713,Feedback,Resolved,Debit Card,Pending,Refund,2020-03-17,55,0
9459,Complaint,Implemented,Debit Card,Completed,Purchase,2020-03-17,55,0
9459,Complaint,Unresolved,Debit Card,Completed,Purchase,2020-03-17,55,0
2943,Complaint,Pending,PayPal,Completed,Refund,2020-03-17,55,0
2943,Feedback,Implemented,PayPal,Completed,Refund,2020-03-17,55,0
970,Complaint,Resolved,Credit Card,Completed,Refund,2020-03-17,55,0
970,Complaint,Resolved,Debit Card,Pending,Refund,2020-03-17,55,0
451,Complaint,Implemented,Credit Card,Pending,Refund,2020-03-18,55,0
451,Feedback,Unresolved,Credit Card,Pending,Refund,2020-03-18,55,0
8282,Support Request,Pending,PayPal,Pending,Refund,2020-03-19,55,0
7461,Complaint,Unresolved,PayPal,Pending,Purchase,2020-03-19,55,0
7461,Support Request,Resolved,PayPal,Pending,Purchase,2020-03-19,55,0
1069,Complaint,Implemented,Credit Card,Pending,Refund,2020-03-20,55,0
1069,Complaint,Implemented,Credit Card,Refunded,Refund,2020-03-20,55,0
1069,Complaint,Implemented,PayPal,Pending,Purchase,2020-03-20,55,0
1069,Complaint,Resolved,Credit Card,Pending,Refund,2020-03-20,55,0
1069,Complaint,Resolved,Credit Card,Refunded,Refund,2020-03-20,55,0
1069,Complaint,Resolved,PayPal,Pending,Purchase,2020-03-20,55,0
1069,Feedback,Implemented,Credit Card,Pending,Refund,2020-03-20,55,0
1069,Feedback,Implemented,Credit Card,Refunded,Refund,2020-03-20,55,0
1069,Feedback,Implemented,PayPal,Pending,Purchase,2020-03-20,55,0
1069,Support Request,Pending,Credit Card,Pending,Refund,2020-03-20,55,0
1069,Support Request,Pending,Credit Card,Refunded,Refund,2020-03-20,55,0
1069,Support Request,Pending,PayPal,Pending,Purchase,2020-03-20,55,0
1321,Complaint,Resolved,Credit Card,Completed,Refund,2020-03-20,55,0
1321,Complaint,Resolved,Debit Card,Pending,Purchase,2020-03-20,55,0
1321,Support Request,Pending,Credit Card,Completed,Refund,2020-03-20,55,0
1321,Support Request,Pending,Debit Card,Pending,Purchase,2020-03-20,55,0
1321,Support Request,Unresolved,Credit Card,Completed,Refund,2020-03-20,55,0
1321,Support Request,Unresolved,Debit Card,Pending,Purchase,2020-03-20,55,0
2655,Complaint,Pending,Credit Card,Completed,Refund,2020-03-21,55,0
2655,Complaint,Pending,PayPal,Refunded,Purchase,2020-03-21,55,0
2655,Support Request,Implemented,Credit Card,Completed,Refund,2020-03-21,55,0
2655,Support Request,Implemented,PayPal,Refunded,Purchase,2020-03-21,55,0
9104,Feedback,Resolved,Credit Card,Refunded,Purchase,2020-03-21,55,0
2286,Complaint,Implemented,Credit Card,Completed,Purchase,2020-03-22,55,0
2286,Feedback,Unresolved,Credit Card,Completed,Purchase,2020-03-22,55,0
2908,Complaint,Pending,Debit Card,Pending,Purchase,2020-03-23,55,0
4107,Complaint,Resolved,Debit Card,Completed,Purchase,2020-03-23,55,0
4107,Complaint,Resolved,PayPal,Refunded,Refund,2020-03-23,55,0
10280,Complaint,Unresolved,Credit Card,Pending,Refund,2020-03-23,55,0
10280,Complaint,Unresolved,Debit Card,Pending,Refund,2020-03-23,55,0
10280,Support Request,Pending,Credit Card,Pending,Refund,2020-03-23,55,0
10280,Support Request,Pending,Debit Card,Pending,Refund,2020-03-23,55,0
8041,Support Request,Unresolved,Credit Card,Pending,Refund,2020-03-23,55,0
6344,Support Request,Unresolved,Credit Card,Refunded,Purchase,2020-03-23,55,0
6344,Support Request,Unresolved,Debit Card,Completed,Refund,2020-03-23,55,0
6344,Support Request,Unresolved,Debit Card,Refunded,Purchase,2020-03-23,55,0
7837,Complaint,Implemented,Credit Card,Pending,Purchase,2020-03-24,55,0
7837,Complaint,Implemented,PayPal,Refunded,Refund,2020-03-24,55,0
7837,Feedback,Resolved,Credit Card,Pending,Purchase,2020-03-24,55,0
7837,Feedback,Resolved,PayPal,Refunded,Refund,2020-03-24,55,0
10820,Feedback,Unresolved,Credit Card,Completed,Purchase,2020-03-24,55,0
10820,Feedback,Unresolved,Debit Card,Pending,Refund,2020-03-24,55,0
10820,Feedback,Unresolved,PayPal,Pending,Purchase,2020-03-24,55,0
3597,Support Request,Pending,Credit Card,Completed,Purchase,2020-03-24,55,0
9873,Complaint,Unresolved,Credit Card,Completed,Purchase,2020-03-25,55,0
9873,Complaint,Unresolved,Debit Card,Refunded,Purchase,2020-03-25,55,0
9518,Complaint,Pending,PayPal,Completed,Refund,2020-03-25,55,0
9518,Support Request,Resolved,PayPal,Completed,Refund,2020-03-25,55,0
6601,Complaint,Implemented,Debit Card,Pending,Purchase,2020-03-25,55,0
6601,Complaint,Implemented,Debit Card,Refunded,Purchase,2020-03-25,55,0
6601,Complaint,Implemented,PayPal,Refunded,Refund,2020-03-25,55,0
6601,Complaint,Resolved,Debit Card,Pending,Purchase,2020-03-25,55,0
6601,Complaint,Resolved,Debit Card,Refunded,Purchase,2020-03-25,55,0
6601,Complaint,Resolved,PayPal,Refunded,Refund,2020-03-25,55,0
6601,Support Request,Pending,Debit Card,Pending,Purchase,2020-03-25,55,0
6601,Support Request,Pending,Debit Card,Refunded,Purchase,2020-03-25,55,0
6601,Support Request,Pending,PayPal,Refunded,Refund,2020-03-25,55,0
6601,Support Request,Resolved,Debit Card,Pending,Purchase,2020-03-25,55,0
6601,Support Request,Resolved,Debit Card,Refunded,Purchase,2020-03-25,55,0
6601,Support Request,Resolved,PayPal,Refunded,Refund,2020-03-25,55,0
3857,Complaint,Unresolved,PayPal,Refunded,Refund,2020-03-26,55,0
3857,Feedback,Pending,PayPal,Refunded,Refund,2020-03-26,55,0
599,Complaint,Resolved,PayPal,Completed,Refund,2020-03-26,55,0
599,Complaint,Unresolved,PayPal,Completed,Refund,2020-03-26,55,0
1690,Feedback,Resolved,PayPal,Completed,Refund,2020-03-27,55,0
1389,Complaint,Implemented,Credit Card,Pending,Purchase,2020-03-28,55,0
1389,Complaint,Implemented,Debit Card,Completed,Purchase,2020-03-28,55,0
1389,Complaint,Resolved,Credit Card,Pending,Purchase,2020-03-28,55,0
1389,Complaint,Resolved,Debit Card,Completed,Purchase,2020-03-28,55,0
1143,Complaint,Resolved,Debit Card,Completed,Purchase,2020-03-28,55,0
1143,Support Request,Resolved,Debit Card,Completed,Purchase,2020-03-28,55,0
4491,Complaint,Resolved,PayPal,Completed,Refund,2020-03-28,55,0
4491,Feedback,Implemented,PayPal,Completed,Refund,2020-03-28,55,0
5066,Feedback,Pending,Credit Card,Completed,Refund,2020-03-28,55,0
5066,Support Request,Implemented,Credit Card,Completed,Refund,2020-03-28,55,0
5066,Support Request,Pending,Credit Card,Completed,Refund,2020-03-28,55,0
9845,Complaint,Implemented,Debit Card,Refunded,Purchase,2020-03-28,55,0
9845,Complaint,Implemented,PayPal,Pending,Refund,2020-03-28,55,0
9845,Complaint,Unresolved,Debit Card,Refunded,Purchase,2020-03-28,55,0
9845,Complaint,Unresolved,PayPal,Pending,Refund,2020-03-28,55,0
9845,Support Request,Resolved,Debit Card,Refunded,Purchase,2020-03-28,55,0
9845,Support Request,Resolved,PayPal,Pending,Refund,2020-03-28,55,0
5723,Complaint,Implemented,Debit Card,Pending,Purchase,2020-03-29,55,0
5723,Complaint,Implemented,PayPal,Completed,Refund,2020-03-29,55,0
5723,Complaint,Unresolved,Debit Card,Pending,Purchase,2020-03-29,55,0
5723,Complaint,Unresolved,PayPal,Completed,Refund,2020-03-29,55,0
986,Support Request,Unresolved,PayPal,Pending,Refund,2020-03-29,55,0
2546,Support Request,Implemented,Debit Card,Completed,Refund,2020-03-29,55,0
2546,Support Request,Unresolved,Debit Card,Completed,Refund,2020-03-29,55,0
122,Support Request,Unresolved,Credit Card,Pending,Purchase,2020-03-30,55,0
7061,Complaint,Pending,Credit Card,Completed,Refund,2020-03-30,55,0
7061,Complaint,Pending,Debit Card,Pending,Refund,2020-03-30,55,0
7061,Complaint,Pending,PayPal,Completed,Purchase,2020-03-30,55,0
7061,Complaint,Pending,PayPal,Pending,Refund,2020-03-30,55,0
9334,Complaint,Unresolved,Credit Card,Completed,Purchase,2020-03-31,55,0
9334,Complaint,Unresolved,Credit Card,Refunded,Refund,2020-03-31,55,0
9334,Complaint,Unresolved,Debit Card,Pending,Refund,2020-03-31,55,0
2606,Complaint,Resolved,PayPal,Completed,Purchase,2020-03-31,55,0
2299,Support Request,Resolved,Credit Card,Completed,Purchase,2020-03-31,55,0
5102,Complaint,Implemented,Credit Card,Completed,Refund,2020-03-31,55,0
5102,Complaint,Implemented,Debit Card,Pending,Refund,2020-03-31,55,0
5102,Complaint,Implemented,PayPal,Completed,Purchase,2020-03-31,55,0
5102,Feedback,Pending,Credit Card,Completed,Refund,2020-03-31,55,0
5102,Feedback,Pending,Debit Card,Pending,Refund,2020-03-31,55,0
5102,Feedback,Pending,PayPal,Completed,Purchase,2020-03-31,55,0
4130,Feedback,Unresolved,Credit Card,Pending,Purchase,2020-04-01,54,0
4130,Feedback,Unresolved,Credit Card,Refunded,Purchase,2020-04-01,54,0
4130,Feedback,Unresolved,Debit Card,Completed,Refund,2020-04-01,54,0
4130,Feedback,Unresolved,Debit Card,Pending,Purchase,2020-04-01,54,0
4130,Feedback,Unresolved,PayPal,Refunded,Purchase,2020-04-01,54,0
82,Feedback,Implemented,Credit Card,Pending,Purchase,2020-04-01,54,0
8408,Feedback,Resolved,Credit Card,Completed,Refund,2020-04-01,54,0
10702,Feedback,Pending,Debit Card,Completed,Purchase,2020-04-01,54,0
10702,Feedback,Pending,Debit Card,Refunded,Refund,2020-04-01,54,0
10702,Feedback,Resolved,Debit Card,Completed,Purchase,2020-04-01,54,0
10702,Feedback,Resolved,Debit Card,Refunded,Refund,2020-04-01,54,0
10702,Support Request,Pending,Debit Card,Completed,Purchase,2020-04-01,54,0
10702,Support Request,Pending,Debit Card,Refunded,Refund,2020-04-01,54,0
6941,Feedback,Resolved,PayPal,Pending,Refund,2020-04-01,54,0
8076,Feedback,Pending,Credit Card,Refunded,Purchase,2020-04-01,54,0
5544,Support Request,Resolved,Credit Card,Completed,Refund,2020-04-02,54,0
5544,Support Request,Unresolved,Credit Card,Completed,Refund,2020-04-02,54,0
9738,Feedback,Pending,Debit Card,Refunded,Purchase,2020-04-02,54,0
8850,Complaint,Pending,Credit Card,Pending,Refund,2020-04-02,54,0
8850,Complaint,Pending,PayPal,Completed,Refund,2020-04-02,54,0
9225,Complaint,Pending,Debit Card,Refunded,Purchase,2020-04-02,54,0
2049,Complaint,Pending,PayPal,Pending,Purchase,2020-04-02,54,0
4275,Support Request,Pending,Debit Card,Completed,Purchase,2020-04-02,54,0
5407,Support Request,Implemented,PayPal,Completed,Refund,2020-04-02,54,0
4946,Feedback,Implemented,Credit Card,Completed,Purchase,2020-04-02,54,0
9054,Feedback,Resolved,Debit Card,Pending,Purchase,2020-04-03,54,0
9054,Feedback,Resolved,PayPal,Refunded,Refund,2020-04-03,54,0
10409,Support Request,Unresolved,Credit Card,Pending,Purchase,2020-04-03,54,0
10409,Support Request,Unresolved,Credit Card,Pending,Refund,2020-04-03,54,0
5605,Complaint,Resolved,PayPal,Completed,Refund,2020-04-03,54,0
5605,Feedback,Implemented,PayPal,Completed,Refund,2020-04-03,54,0
6201,Complaint,Resolved,Debit Card,Completed,Purchase,2020-04-03,54,0
6201,Support Request,Implemented,Debit Card,Completed,Purchase,2020-04-03,54,0
6201,Support Request,Pending,Debit Card,Completed,Purchase,2020-04-03,54,0
6576,Support Request,Resolved,Credit Card,Completed,Purchase,2020-04-04,54,0
6576,Support Request,Resolved,Debit Card,Pending,Refund,2020-04-04,54,0
5274,Complaint,Resolved,Credit Card,Pending,Purchase,2020-04-04,54,0
5274,Complaint,Resolved,PayPal,Refunded,Refund,2020-04-04,54,0
5274,Complaint,Unresolved,Credit Card,Pending,Purchase,2020-04-04,54,0
5274,Complaint,Unresolved,PayPal,Refunded,Refund,2020-04-04,54,0
5248,Complaint,Resolved,Debit Card,Pending,Refund,2020-04-04,54,0
5248,Complaint,Unresolved,Debit Card,Pending,Refund,2020-04-04,54,0
5248,Feedback,Pending,Debit Card,Pending,Refund,2020-04-04,54,0
3860,Support Request,Unresolved,Debit Card,Refunded,Refund,2020-04-05,54,0
3860,Support Request,Unresolved,PayPal,Pending,Purchase,2020-04-05,54,0
2641,Complaint,Implemented,Debit Card,Pending,Refund,2020-04-05,54,0
2641,Complaint,Unresolved,Debit Card,Pending,Refund,2020-04-05,54,0
571,Support Request,Unresolved,PayPal,Refunded,Refund,2020-04-05,54,0
5885,Complaint,Resolved,Credit Card,Pending,Refund,2020-04-05,54,0
5885,Feedback,Resolved,Credit Card,Pending,Refund,2020-04-05,54,0
5885,Support Request,Implemented,Credit Card,Pending,Refund,2020-04-05,54,0
5885,Support Request,Resolved,Credit Card,Pending,Refund,2020-04-05,54,0
2153,Feedback,Resolved,Debit Card,Completed,Refund,2020-04-06,54,0
2153,Feedback,Resolved,PayPal,Completed,Refund,2020-04-06,54,0
490,Complaint,Implemented,Credit Card,Completed,Refund,2020-04-07,54,0
490,Complaint,Implemented,Debit Card,Completed,Purchase,2020-04-07,54,0
490,Complaint,Implemented,Debit Card,Refunded,Refund,2020-04-07,54,0
490,Complaint,Implemented,PayPal,Pending,Refund,2020-04-07,54,0
5514,Feedback,Resolved,Credit Card,Completed,Refund,2020-04-07,54,0
7727,Complaint,Resolved,Debit Card,Completed,Purchase,2020-04-07,54,0
7727,Complaint,Unresolved,Debit Card,Completed,Purchase,2020-04-07,54,0
7524,Complaint,Implemented,Debit Card,Pending,Refund,2020-04-07,54,0
10882,Complaint,Pending,Credit Card,Pending,Refund,2020-04-07,54,0
10882,Complaint,Pending,PayPal,Refunded,Refund,2020-04-07,54,0
10882,Support Request,Resolved,Credit Card,Pending,Refund,2020-04-07,54,0
10882,Support Request,Resolved,PayPal,Refunded,Refund,2020-04-07,54,0
8491,Support Request,Pending,Credit Card,Pending,Purchase,2020-04-07,54,0
8491,Support Request,Pending,Debit Card,Completed,Refund,2020-04-07,54,0
1171,Support Request,Pending,PayPal,Completed,Purchase,2020-04-08,54,0
2236,Complaint,Implemented,PayPal,Completed,Purchase,2020-04-08,54,0
4379,Complaint,Unresolved,Credit Card,Refunded,Purchase,2020-04-08,54,0
4379,Complaint,Unresolved,PayPal,Completed,Refund,2020-04-08,54,0
4379,Feedback,Pending,Credit Card,Refunded,Purchase,2020-04-08,54,0
4379,Feedback,Pending,PayPal,Completed,Refund,2020-04-08,54,0
3822,Support Request,Pending,Debit Card,Pending,Refund,2020-04-09,54,0
3822,Support Request,Pending,PayPal,Completed,Purchase,2020-04-09,54,0
810,Complaint,Pending,Credit Card,Refunded,Purchase,2020-04-09,54,0
810,Complaint,Unresolved,Credit Card,Refunded,Purchase,2020-04-09,54,0
810,Support Request,Pending,Credit Card,Refunded,Purchase,2020-04-09,54,0
405,Support Request,Unresolved,Credit Card,Pending,Purchase,2020-04-09,54,0
405,Support Request,Unresolved,PayPal,Pending,Refund,2020-04-09,54,0
10543,Support Request,Pending,PayPal,Completed,Purchase,2020-04-09,54,0
10543,Support Request,Unresolved,PayPal,Completed,Purchase,2020-04-09,54,0
252,Complaint,Unresolved,Debit Card,Refunded,Refund,2020-04-10,54,0
4313,Complaint,Unresolved,Credit Card,Completed,Purchase,2020-04-10,54,0
4313,Complaint,Unresolved,PayPal,Completed,Purchase,2020-04-10,54,0
4313,Complaint,Unresolved,PayPal,Pending,Refund,2020-04-10,54,0
4313,Support Request,Resolved,Credit Card,Completed,Purchase,2020-04-10,54,0
4313,Support Request,Resolved,PayPal,Completed,Purchase,2020-04-10,54,0
4313,Support Request,Resolved,PayPal,Pending,Refund,2020-04-10,54,0
1364,Complaint,Resolved,PayPal,Completed,Refund,2020-04-11,54,0
1364,Complaint,Resolved,PayPal,Refunded,Purchase,2020-04-11,54,0
5541,Complaint,Unresolved,Credit Card,Refunded,Purchase,2020-04-11,54,0
8750,Support Request,Unresolved,PayPal,Pending,Purchase,2020-04-12,54,0
2818,Complaint,Implemented,PayPal,Completed,Refund,2020-04-12,54,0
2818,Complaint,Pending,PayPal,Completed,Refund,2020-04-12,54,0
2923,Complaint,Unresolved,Debit Card,Pending,Refund,2020-04-13,54,0
2923,Feedback,Implemented,Debit Card,Pending,Refund,2020-04-13,54,0
542,Feedback,Pending,Debit Card,Refunded,Purchase,2020-04-13,54,0
542,Support Request,Unresolved,Debit Card,Refunded,Purchase,2020-04-13,54,0
10260,Feedback,Pending,PayPal,Completed,Purchase,2020-04-13,54,0
10260,Feedback,Resolved,PayPal,Completed,Purchase,2020-04-13,54,0
9506,Complaint,Implemented,Credit Card,Completed,Refund,2020-04-14,54,0
9506,Complaint,Implemented,PayPal,Refunded,Purchase,2020-04-14,54,0
197,Feedback,Resolved,Credit Card,Pending,Purchase,2020-04-14,54,0
1429,Complaint,Implemented,Credit Card,Completed,Refund,2020-04-14,54,0
1429,Complaint,Implemented,PayPal,Refunded,Refund,2020-04-14,54,0
1429,Feedback,Unresolved,Credit Card,Completed,Refund,2020-04-14,54,0
1429,Feedback,Unresolved,PayPal,Refunded,Refund,2020-04-14,54,0
1429,Support Request,Unresolved,Credit Card,Completed,Refund,2020-04-14,54,0
1429,Support Request,Unresolved,PayPal,Refunded,Refund,2020-04-14,54,0
4451,Feedback,Pending,PayPal,Completed,Purchase,2020-04-15,54,0
4451,Support Request,Pending,PayPal,Completed,Purchase,2020-04-15,54,0
3985,Support Request,Unresolved,Debit Card,Completed,Refund,2020-04-15,54,0
3985,Support Request,Unresolved,PayPal,Refunded,Purchase,2020-04-15,54,0
10275,Complaint,Pending,PayPal,Refunded,Refund,2020-04-15,54,0
10275,Complaint,Resolved,PayPal,Refunded,Refund,2020-04-15,54,0
10836,Feedback,Unresolved,PayPal,Pending,Refund,2020-04-15,54,0
9745,Support Request,Resolved,Debit Card,Refunded,Purchase,2020-04-16,54,0
7428,Feedback,Implemented,Debit Card,Refunded,Refund,2020-04-16,54,0
2911,Feedback,Resolved,PayPal,Completed,Purchase,2020-04-16,54,0
2911,Support Request,Pending,PayPal,Completed,Purchase,2020-04-16,54,0
2988,Support Request,Resolved,Credit Card,Completed,Refund,2020-04-17,54,0
2988,Support Request,Resolved,PayPal,Completed,Purchase,2020-04-17,54,0
